2017-05-22 23:45:19.081117 , Temp:  ,UV: ,Knob: 
2017-05-23 00:38:23.625058 , 35.895 ,0.0 ,690
2017-05-23 00:38:33.684498 , 35.895 ,0.0 ,690
2017-05-23 00:38:43.743997 , 36.384 ,0.0 ,690
2017-05-23 00:38:53.803372 , 35.895 ,0.0 ,690
2017-05-23 00:39:03.862748 , 35.895 ,0.0 ,690
2017-05-23 00:39:13.922269 , 35.895 ,0.0 ,690
2017-05-23 00:39:23.982132 , 35.895 ,0.0 ,690
2017-05-23 00:39:34.041175 , 35.895 ,0.0 ,690
2017-05-23 00:39:44.100766 , 35.895 ,0.0 ,690
2017-05-23 00:39:54.160108 , 36.384 ,0.0 ,690
2017-05-23 00:40:04.219916 , 35.895 ,0.0 ,690
2017-05-23 00:40:14.279238 , 34.918 ,0.0 ,690
2017-05-23 00:40:24.338444 , 35.895 ,0.0 ,690
2017-05-23 00:40:34.396821 , 35.895 ,0.0 ,690
2017-05-23 00:40:44.457567 , 35.895 ,0.0 ,690
2017-05-23 00:40:54.516912 , 35.895 ,0.0 ,690
2017-05-23 00:41:04.576519 , 35.895 ,0.0 ,690
2017-05-23 00:41:14.635877 , 35.895 ,0.0 ,690
2017-05-23 00:41:24.695621 , 35.895 ,0.0 ,690
2017-05-23 00:41:34.755079 , 35.895 ,0.0 ,690
2017-05-23 00:41:44.814450 , 35.895 ,0.0 ,690
2017-05-23 00:41:54.873917 , 35.895 ,0.0 ,690
2017-05-23 00:42:04.933406 , 35.895 ,0.0 ,690
2017-05-23 00:42:14.992818 , 36.384 ,0.0 ,690
2017-05-23 00:42:25.052367 , 36.384 ,0.0 ,690
2017-05-23 00:42:35.111815 , 35.895 ,0.0 ,690
2017-05-23 00:42:45.171199 , 35.895 ,0.0 ,690
2017-05-23 00:42:55.230701 , 35.895 ,0.0 ,690
2017-05-23 00:43:05.290215 , 35.895 ,0.0 ,690
2017-05-23 00:43:15.349691 , 35.895 ,0.0 ,690
2017-05-23 00:43:25.409757 , 36.384 ,0.0 ,690
2017-05-23 00:43:35.468694 , 35.895 ,0.0 ,690
2017-05-23 00:43:45.528022 , 35.895 ,0.0 ,690
2017-05-23 00:43:55.587659 , 35.895 ,0.0 ,690
2017-05-23 00:44:05.646988 , 35.895 ,0.0 ,690
2017-05-23 00:44:15.706643 , 35.895 ,0.0 ,690
2017-05-23 00:44:25.765970 , 35.895 ,0.0 ,690
2017-05-23 00:44:35.825570 , 36.384 ,0.0 ,690
2017-05-23 00:44:45.885182 , 35.407 ,0.0 ,690
2017-05-23 00:44:55.944571 , 35.895 ,0.0 ,690
2017-05-23 00:45:06.004170 , 35.895 ,0.0 ,690
2017-05-23 00:45:16.063399 , 35.895 ,0.0 ,690
2017-05-23 00:45:26.122996 , 35.895 ,0.0 ,690
2017-05-23 00:45:36.182367 , 35.895 ,0.0 ,690
2017-05-23 00:45:46.241876 , 36.384 ,0.0 ,690
2017-05-23 00:45:56.301518 , 35.407 ,0.0 ,1056
2017-05-23 00:46:06.360678 , 35.895 ,0.0 ,1056
2017-05-23 00:46:16.420258 , 35.895 ,0.0 ,1056
2017-05-23 00:46:26.479682 , 35.895 ,0.0 ,1056
2017-05-23 00:46:36.539164 , 35.895 ,0.0 ,1056
2017-05-23 00:46:46.598703 , 35.895 ,0.0 ,1056
2017-05-23 00:46:56.658155 , 36.384 ,0.0 ,1056
2017-05-23 00:47:06.717752 , 35.895 ,0.0 ,1056
2017-05-23 00:47:16.777145 , 35.895 ,0.0 ,1056
2017-05-23 00:47:26.833570 , 35.895 ,0.0 ,1056
2017-05-23 00:47:36.896148 , 35.895 ,0.0 ,1056
2017-05-23 00:47:46.955539 , 35.407 ,0.0 ,1056
2017-05-23 00:47:57.014968 , 35.895 ,0.0 ,1056
2017-05-23 00:48:07.074565 , 35.895 ,0.0 ,1056
2017-05-23 00:48:17.134236 , 36.384 ,0.0 ,1056
2017-05-23 00:48:27.193396 , 35.895 ,0.0 ,1056
2017-05-23 00:48:37.252992 , 34.918 ,0.0 ,1056
2017-05-23 00:48:47.312780 , 35.407 ,0.0 ,1056
2017-05-23 00:48:57.371821 , 35.407 ,0.0 ,1056
2017-05-23 00:49:07.431400 , 35.895 ,0.0 ,1056
2017-05-23 00:49:17.490988 , 35.895 ,0.0 ,1056
2017-05-23 00:49:27.550385 , 35.895 ,0.0 ,1056
2017-05-23 00:49:37.609785 , 35.895 ,0.0 ,1056
2017-05-23 00:49:47.669396 , 35.895 ,0.0 ,1056
2017-05-23 00:49:57.728690 , 35.895 ,0.0 ,1056
2017-05-23 00:50:07.788197 , 35.895 ,0.0 ,1056
2017-05-23 00:50:17.847617 , 35.895 ,0.0 ,1056
2017-05-23 00:50:27.907235 , 35.895 ,0.0 ,1056
2017-05-23 00:50:37.966760 , 35.895 ,0.0 ,1056
2017-05-23 00:50:48.026124 , 35.895 ,0.0 ,1056
2017-05-23 00:50:58.085703 , 35.895 ,0.0 ,1056
2017-05-23 00:51:08.145633 , 35.407 ,0.0 ,1056
2017-05-23 00:51:18.204860 , 36.384 ,0.0 ,1056
2017-05-23 00:51:28.264344 , 35.895 ,0.0 ,1056
2017-05-23 00:51:38.323832 , 35.407 ,0.0 ,1056
2017-05-23 00:51:48.383103 , 35.895 ,0.0 ,1056
2017-05-23 00:51:58.442611 , 35.895 ,0.0 ,1056
2017-05-23 00:52:08.502135 , 35.895 ,0.0 ,1056
2017-05-23 00:52:18.561268 , 35.407 ,0.0 ,1056
2017-05-23 00:52:28.621045 , 35.895 ,0.0 ,1056
2017-05-23 00:52:38.680434 , 36.384 ,0.0 ,1056
2017-05-23 00:52:48.739982 , 35.895 ,0.0 ,1056
2017-05-23 00:52:58.799720 , 35.895 ,0.0 ,1056
2017-05-23 00:53:08.858896 , 36.384 ,0.0 ,1056
2017-05-23 00:53:18.918508 , 35.895 ,0.0 ,1056
2017-05-23 00:53:28.987863 , 35.895 ,0.0 ,1056
2017-05-23 00:53:39.037359 , 35.895 ,0.0 ,1056
2017-05-23 00:53:49.096787 , 35.895 ,0.0 ,1056
2017-05-23 00:53:59.158579 , 35.895 ,0.0 ,1056
2017-05-23 00:54:09.215863 , 35.407 ,0.0 ,1056
2017-05-23 00:54:19.275355 , 36.384 ,0.0 ,1056
2017-05-23 00:54:29.334839 , 36.384 ,0.0 ,1056
2017-05-23 00:54:39.394204 , 35.895 ,0.0 ,1056
2017-05-23 00:54:49.453814 , 35.895 ,0.0 ,1056
2017-05-23 00:54:59.513170 , 35.895 ,0.0 ,1056
2017-05-23 00:55:09.572545 , 35.895 ,0.0 ,1056
2017-05-23 00:55:19.632097 , 35.895 ,0.0 ,1056
2017-05-23 00:55:29.691615 , 35.895 ,0.0 ,1056
